record,comp,ele_comb,reward
"{'structure_id': 'gen_2', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0023/postprocess/input_cifs/gen_2.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0023/postprocess/input_cifs/gen_2.cif', 'raw_valid': True, 'formula': 'Li2 Y1 Cd2 Au2', 'chemical_system': 'Au-Cd-Li-Y', 'num_sites': 7, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0023/postprocess/relaxed/relaxed_cifs/gen_2_relaxed.cif', 'relaxation_success': True, 'total_energy': -22.11989974975586, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.97588241913586, 'predicted_tensor': '[[14.604713121591244, 0.016436927211257522, 0.00015137465799113675], [0.016436927211257522, 14.578657351942386, 0.0011401177818236312], [0.00015137465799113675, 0.0011401177818236312, 9.744276783873955]]', 'volume': 141.26819569085765, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9758824191358606, 'reward_raw': 0.8877693488655941, 'reward_final': 0.887769341468811, 'gate_reason': '', 'reward_final_diversity': 0.887769341468811, 'diversity_penalty': False, 'selection_rank': 4}",Li2Y(CdAu)2,"('Au', 'Cd', 'Li', 'Y')",0.887769341468811
"{'structure_id': 'gen_40', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_40.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_40.cif', 'raw_valid': True, 'formula': 'Li2 Cd12 In3 Hg1', 'chemical_system': 'Cd-Hg-In-Li', 'num_sites': 18, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/relaxed/relaxed_cifs/gen_40_relaxed.cif', 'relaxation_success': True, 'total_energy': -23.81429100036621, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.98538311607608, 'predicted_tensor': '[[12.903995395669687, -0.3891719131672962, 0.1720614559799438], [-0.3891719131672962, 12.938911852169033, 0.19764295505286517], [0.1720614559799438, 0.19764295505286517, 13.113242100389522]]', 'volume': 423.15676722624585, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9853831160760809, 'reward_raw': 0.8857039860890867, 'reward_final': 0.885703980922699, 'gate_reason': '', 'reward_final_diversity': 0.885703980922699, 'diversity_penalty': False, 'selection_rank': 3}",Li2Cd12In3Hg,"('Cd', 'Hg', 'In', 'Li')",0.885703980922699
"{'structure_id': 'gen_10', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_10.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_10.cif', 'raw_valid': True, 'formula': 'La2 Nd1 Sm7 Y2', 'chemical_system': 'La-Nd-Sm-Y', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/relaxed/relaxed_cifs/gen_10_relaxed.cif', 'relaxation_success': True, 'total_energy': -59.85259246826172, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.985715254025031, 'predicted_tensor': '[[13.1561046086815, -0.00015983339137700276, -3.1021711404625164e-05], [-0.00015983339137700276, 12.894344158500553, 0.10495367524840551], [-3.1021711404625164e-05, 0.10495367524840551, 12.906696994893055]]', 'volume': 410.9014127622895, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9857152540250311, 'reward_raw': 0.8856315078488034, 'reward_final': 0.8856315016746521, 'gate_reason': '', 'reward_final_diversity': 0.8856315016746521, 'diversity_penalty': False, 'selection_rank': 4}",La2NdSm7Y2,"('La', 'Nd', 'Sm', 'Y')",0.8856315016746521
"{'structure_id': 'gen_20', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_20.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_20.cif', 'raw_valid': True, 'formula': 'Nd2 Sm1 Y2 Sc2', 'chemical_system': 'Nd-Sc-Sm-Y', 'num_sites': 7, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/relaxed/relaxed_cifs/gen_20_relaxed.cif', 'relaxation_success': True, 'total_energy': -39.46270751953125, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.986340094768176, 'predicted_tensor': '[[13.081180984202415, -0.00035110086065201794, -0.0012479258869029818], [-0.00035110086065201794, 13.183489046417565, -0.09689632137044982], [-0.0012479258869029818, -0.09689632137044982, 12.69435025368455]]', 'volume': 218.0544621708189, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9863400947681757, 'reward_raw': 0.8854951066881316, 'reward_final': 0.885495126247406, 'gate_reason': '', 'reward_final_diversity': 0.885495126247406, 'diversity_penalty': False, 'selection_rank': 4}",Nd2Sm(YSc)2,"('Nd', 'Sc', 'Sm', 'Y')",0.885495126247406
"{'structure_id': 'gen_48', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_48.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_48.cif', 'raw_valid': True, 'formula': 'Na5 Tl9 Cd4', 'chemical_system': 'Cd-Na-Tl', 'num_sites': 18, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/relaxed/relaxed_cifs/gen_48_relaxed.cif', 'relaxation_success': True, 'total_energy': -32.32326126098633, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.994553924236437, 'predicted_tensor': '[[13.156243133193813, -0.008668827959133242, 0.007928776449868278], [-0.008668827959133242, 13.088874694099657, 0.9029243518443869], [0.007928776449868278, 0.9029243518443869, 12.738543945415826]]', 'volume': 527.911340928652, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9945539242364365, 'reward_raw': 0.8836959808809323, 'reward_final': 0.8836959600448608, 'gate_reason': '', 'reward_final_diversity': 0.8836959600448608, 'diversity_penalty': False, 'selection_rank': 6}",Na5Tl9Cd4,"('Cd', 'Na', 'Tl')",0.8836959600448608
"{'structure_id': 'gen_44', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/input_cifs/gen_44.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/input_cifs/gen_44.cif', 'raw_valid': True, 'formula': 'Sr6 In10', 'chemical_system': 'In-Sr', 'num_sites': 16, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/relaxed/relaxed_cifs/gen_44_relaxed.cif', 'relaxation_success': True, 'total_energy': -43.81575393676758, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.9718597333978, 'predicted_tensor': '[[10.611637512259218, 0.399164531374678, -0.0019438423701916886], [0.399164531374678, 10.780831454237532, -0.005234352923367949], [-0.0019438423701916886, -0.005234352923367949, 11.523110233696645]]', 'volume': 518.8096481098501, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.0281402666022004, 'reward_raw': 0.8762235285870066, 'reward_final': 0.8762235045433044, 'gate_reason': '', 'reward_final_diversity': 0.8762235045433044, 'diversity_penalty': False, 'selection_rank': 3}",Sr3In5,"('In', 'Sr')",0.8762235045433044
"{'structure_id': 'gen_61', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/input_cifs/gen_61.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/input_cifs/gen_61.cif', 'raw_valid': True, 'formula': 'Ca1 Tl1 Hg5 Pd1', 'chemical_system': 'Ca-Hg-Pd-Tl', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/relaxed/relaxed_cifs/gen_61_relaxed.cif', 'relaxation_success': True, 'total_energy': -12.535567283630371, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.070556418120818, 'predicted_tensor': '[[13.764056166016664, 0.3506090227210539, -0.005875690645653925], [0.3506090227210539, 11.502333510107045, 0.00752438136185506], [-0.005875690645653925, 0.00752438136185506, 13.945279578238749]]', 'volume': 206.0640101156324, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.0705564181208178, 'reward_raw': 0.8665275458480971, 'reward_final': 0.8665275573730469, 'gate_reason': '', 'reward_final_diversity': 0.8665275573730469, 'diversity_penalty': False, 'selection_rank': 2}",CaTlHg5Pd,"('Ca', 'Hg', 'Pd', 'Tl')",0.8665275573730469
"{'structure_id': 'gen_35', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_35.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_35.cif', 'raw_valid': True, 'formula': 'Ca2 Ce3 Dy1 Se6', 'chemical_system': 'Ca-Ce-Dy-Se', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/relaxed/relaxed_cifs/gen_35_relaxed.cif', 'relaxation_success': True, 'total_energy': -69.38607788085938, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.919395523617656, 'predicted_tensor': '[[9.903397978567838, -0.2733096470363059, -0.50212337314754], [-0.2733096470363059, 11.487780971083305, -0.0930193421952796], [-0.50212337314754, -0.0930193421952796, 11.367007621201832]]', 'volume': 312.55445420842176, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.0806044763823444, 'reward_raw': 0.8641894578502007, 'reward_final': 0.8641894459724426, 'gate_reason': '', 'reward_final_diversity': 0.8641894459724426, 'diversity_penalty': False, 'selection_rank': 4}",Ca2Ce3DySe6,"('Ca', 'Ce', 'Dy', 'Se')",0.8641894459724426
"{'structure_id': 'gen_7', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0001/postprocess/input_cifs/gen_7.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0001/postprocess/input_cifs/gen_7.cif', 'raw_valid': True, 'formula': 'Tb1 Sm1 Dy2 Er1 Mg2', 'chemical_system': 'Dy-Er-Mg-Sm-Tb', 'num_sites': 7, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0001/postprocess/relaxed/relaxed_cifs/gen_7_relaxed.cif', 'relaxation_success': True, 'total_energy': -26.093860626220703, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.912196074448447, 'predicted_tensor': '[[10.837199045579945, 6.0135599045665184e-05, -5.225920721432527e-05], [6.0135599045665184e-05, 10.837129145596307, -4.410050362107367e-05], [-5.225920721432527e-05, -4.410050362107367e-05, 11.062260032169084]]', 'volume': 204.397857430668, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.0878039255515528, 'reward_raw': 0.862504707124665, 'reward_final': 0.8625047206878662, 'gate_reason': '', 'reward_final_diversity': 0.8625047206878662, 'diversity_penalty': False, 'selection_rank': 3}",TbSmDy2ErMg2,"('Dy', 'Er', 'Mg', 'Sm', 'Tb')",0.8625047206878662
"{'structure_id': 'gen_61', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_61.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_61.cif', 'raw_valid': True, 'formula': 'Sr4 In3 Au3', 'chemical_system': 'Au-In-Sr', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/relaxed/relaxed_cifs/gen_61_relaxed.cif', 'relaxation_success': True, 'total_energy': -30.849224090576172, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.129495070016384, 'predicted_tensor': '[[10.222750244239684, 0.0008433629490740452, -0.0007237473081336157], [0.0008433629490740452, 14.526411211356345, -0.5303201105964885], [-0.0007237473081336157, -0.5303201105964885, 14.63932375445313]]', 'volume': 300.78575228835643, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.1294950700163842, 'reward_raw': 0.8525956393902523, 'reward_final': 0.8525956273078918, 'gate_reason': '', 'reward_final_diversity': 0.8525956273078918, 'diversity_penalty': False, 'selection_rank': 3}",Sr4(InAu)3,"('Au', 'In', 'Sr')",0.8525956273078918
"{'structure_id': 'gen_18', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0021/postprocess/input_cifs/gen_18.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0021/postprocess/input_cifs/gen_18.cif', 'raw_valid': True, 'formula': 'Ba2 Zn4 Au4', 'chemical_system': 'Au-Ba-Zn', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0021/postprocess/relaxed/relaxed_cifs/gen_18_relaxed.cif', 'relaxation_success': True, 'total_energy': -26.2744083404541, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.166452208658766, 'predicted_tensor': '[[12.569818859144219, 0.20523083946658532, -1.049040854404643], [0.20523083946658532, 14.574247242464377, -0.7704683711539061], [-1.049040854404643, -0.7704683711539061, 12.355290524367687]]', 'volume': 232.9009744019358, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.1664522086587663, 'reward_raw': 0.8436004099828692, 'reward_final': 0.8436003923416138, 'gate_reason': '', 'reward_final_diversity': 0.8436003923416138, 'diversity_penalty': False, 'selection_rank': 3}",Ba(ZnAu)2,"('Au', 'Ba', 'Zn')",0.8436003923416138
"{'structure_id': 'gen_8', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_8.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_8.cif', 'raw_valid': True, 'formula': 'Tb2 Er8 Tm2', 'chemical_system': 'Er-Tb-Tm', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/relaxed/relaxed_cifs/gen_8_relaxed.cif', 'relaxation_success': True, 'total_energy': -54.540557861328125, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.798021775828213, 'predicted_tensor': '[[10.866557670731686, 3.287246190217436e-05, -0.00012662100779609463], [3.287246190217436e-05, 10.78610567180204, -0.0012054337952479525], [-0.00012662100779609463, -0.0012054337952479525, 10.741401984950913]]', 'volume': 369.7292987552552, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.2019782241717873, 'reward_raw': 0.8347742446102653, 'reward_final': 0.8347742557525635, 'gate_reason': '', 'reward_final_diversity': 0.8347742557525635, 'diversity_penalty': False, 'selection_rank': 2}",TbEr4Tm,"('Er', 'Tb', 'Tm')",0.8347742557525635
"{'structure_id': 'gen_34', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/input_cifs/gen_34.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/input_cifs/gen_34.cif', 'raw_valid': True, 'formula': 'Pr4 Dy3 Er1', 'chemical_system': 'Dy-Er-Pr', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/relaxed/relaxed_cifs/gen_34_relaxed.cif', 'relaxation_success': True, 'total_energy': -37.29985046386719, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.22681284876064, 'predicted_tensor': '[[13.28678034236485, -0.0005982470869298689, -0.00031961411579327717], [-0.0005982470869298689, 13.28715164728245, -0.000127305401220317], [-0.00031961411579327717, -0.000127305401220317, 13.106506556634628]]', 'volume': 269.6563463108687, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.2268128487606393, 'reward_raw': 0.8285039116725601, 'reward_final': 0.8285039067268372, 'gate_reason': '', 'reward_final_diversity': 0.8285039067268372, 'diversity_penalty': False, 'selection_rank': 4}",Pr4Dy3Er,"('Dy', 'Er', 'Pr')",0.8285039067268372
"{'structure_id': 'gen_29', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_29.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_29.cif', 'raw_valid': True, 'formula': 'Ba2 Ca2 Bi2 Pb4', 'chemical_system': 'Ba-Bi-Ca-Pb', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_29_relaxed.cif', 'relaxation_success': True, 'total_energy': -36.0013313293457, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.2279958539815, 'predicted_tensor': '[[14.085759073301345, 1.0293674262040898e-05, -0.0038856720076104988], [1.0293674262040898e-05, 14.192428956777484, 0.00025425166776011846], [-0.0038856720076104988, 0.00025425166776011846, 11.405799531865659]]', 'volume': 377.1838536295741, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.2279958539815006, 'reward_raw': 0.8282032139988298, 'reward_final': 0.8282032012939453, 'gate_reason': '', 'reward_final_diversity': 0.8282032012939453, 'diversity_penalty': False, 'selection_rank': 2}",BaCaBiPb2,"('Ba', 'Bi', 'Ca', 'Pb')",0.8282032012939453
"{'structure_id': 'gen_54', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/input_cifs/gen_54.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/input_cifs/gen_54.cif', 'raw_valid': True, 'formula': 'Na4 Cd2 In2 Bi4', 'chemical_system': 'Bi-Cd-In-Na', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/relaxed/relaxed_cifs/gen_54_relaxed.cif', 'relaxation_success': True, 'total_energy': -30.983840942382812, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.235247170462308, 'predicted_tensor': '[[14.322351850319313, -0.0009097432869283264, 0.0019437969140059345], [-0.0009097432869283264, 14.008488316172228, 0.002315252752597787], [0.0019437969140059345, 0.002315252752597787, 11.374901344895383]]', 'volume': 373.4080352818992, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.2352471704623085, 'reward_raw': 0.8263561314392709, 'reward_final': 0.8263561129570007, 'gate_reason': '', 'reward_final_diversity': 0.8263561129570007, 'diversity_penalty': False, 'selection_rank': 3}",Na2CdInBi2,"('Bi', 'Cd', 'In', 'Na')",0.8263561129570007
"{'structure_id': 'gen_29', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_29.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_29.cif', 'raw_valid': True, 'formula': 'Li1 Nd2 Ga8', 'chemical_system': 'Ga-Li-Nd', 'num_sites': 11, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/relaxed/relaxed_cifs/gen_29_relaxed.cif', 'relaxation_success': True, 'total_energy': -40.224056243896484, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.24673620268794, 'predicted_tensor': '[[13.13672622989621, -1.2742985890087155e-05, -0.0004164993124260027], [-1.2742985890087155e-05, 13.13705461773385, 4.6163928687098135e-05], [-0.0004164993124260027, 4.6163928687098135e-05, 13.466427760433776]]', 'volume': 223.85796629758144, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.2467362026879396, 'reward_raw': 0.823415870990124, 'reward_final': 0.8234158754348755, 'gate_reason': '', 'reward_final_diversity': 0.8234158754348755, 'diversity_penalty': False, 'selection_rank': 5}",Li(NdGa4)2,"('Ga', 'Li', 'Nd')",0.8234158754348755
"{'structure_id': 'gen_40', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0003/postprocess/input_cifs/gen_40.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0003/postprocess/input_cifs/gen_40.cif', 'raw_valid': True, 'formula': 'Na2 Ag1 Rh1 N1', 'chemical_system': 'Ag-N-Na-Rh', 'num_sites': 5, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0003/postprocess/relaxed/relaxed_cifs/gen_40_relaxed.cif', 'relaxation_success': True, 'total_energy': -21.137001037597656, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.732523639535083, 'predicted_tensor': '[[14.489668929781393, 3.745613550608132e-06, 2.332562327360059e-05], [3.745613550608132e-06, 8.853957698898418, -1.89207745385063e-05], [2.332562327360059e-05, -1.89207745385063e-05, 8.853944289925439]]', 'volume': 98.32237132163884, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.2674763604649169, 'reward_raw': 0.8180661803798638, 'reward_final': 0.8180661797523499, 'gate_reason': '', 'reward_final_diversity': 0.8180661797523499, 'diversity_penalty': False, 'selection_rank': 1}",Na2AgRhN,"('Ag', 'N', 'Na', 'Rh')",0.8180661797523499
