record,comp,ele_comb,reward,source_loop
"{'structure_id': 'gen_32', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/input_cifs/gen_32.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/input_cifs/gen_32.cif', 'raw_valid': True, 'formula': 'Y2 Tm8 In2', 'chemical_system': 'In-Tm-Y', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/relaxed/relaxed_cifs/gen_32_relaxed.cif', 'relaxation_success': True, 'total_energy': -55.992733001708984, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.486002645411013, 'predicted_tensor': '[[11.834803377592253, 0.008401434128021381, -0.00703434131321134], [0.008401434128021381, 11.844705030820732, -0.008205079248337495], [-0.00703434131321134, -0.008205079248337495, 10.778499527820054]]', 'volume': 346.1024182673286, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5139973545889873, 'reward_raw': 0.9675151840763789, 'reward_final': 0.9675151705741882, 'gate_reason': '', 'reward_final_diversity': 0.9675151705741882, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 5}",YTm4In,"('In', 'Tm', 'Y')",0.9675151705741882,5
"{'structure_id': 'gen_30', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_30.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_30.cif', 'raw_valid': True, 'formula': 'Dy4 Ga1 Hg3', 'chemical_system': 'Dy-Ga-Hg', 'num_sites': 8, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/relaxed/relaxed_cifs/gen_30_relaxed.cif', 'relaxation_success': True, 'total_energy': -25.892940521240234, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.53674570423023, 'predicted_tensor': '[[11.545810001370036, -0.0001048456227856247, 0.0008360352469379881], [-0.0001048456227856247, 13.714555067000965, 0.0004754286580764775], [0.0008360352469379881, 0.0004754286580764775, 12.349872044319692]]', 'volume': 210.29334881081016, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5367457042302295, 'reward_raw': 0.964628723776248, 'reward_final': 0.9646287, 'gate_reason': nan, 'reward_final_diversity': 0.9646287, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 18}",Dy4GaHg3,"('Dy', 'Ga', 'Hg')",0.9646287,18
"{'structure_id': 'gen_56', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_56.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_56.cif', 'raw_valid': True, 'formula': 'Tb3 Nd3 Hg4', 'chemical_system': 'Hg-Nd-Tb', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/relaxed/relaxed_cifs/gen_56_relaxed.cif', 'relaxation_success': True, 'total_energy': -32.541473388671875, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.544750596309456, 'predicted_tensor': '[[12.917610802744397, 0.0012733604122138107, 0.00035332007350454713], [0.0012733604122138107, 12.0204258576881, -0.42453177713095813], [0.00035332007350454713, -0.42453177713095813, 12.696215128495874]]', 'volume': 287.298864667697, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5447505963094557, 'reward_raw': 0.9635854080448968, 'reward_final': 0.96358544, 'gate_reason': nan, 'reward_final_diversity': 0.96358544, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 5}",Tb3Nd3Hg4,"('Hg', 'Nd', 'Tb')",0.96358544,5
"{'structure_id': 'gen_42', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0001/postprocess/input_cifs/gen_42.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0001/postprocess/input_cifs/gen_42.cif', 'raw_valid': True, 'formula': 'Nd2 Ho4 Er10', 'chemical_system': 'Er-Ho-Nd', 'num_sites': 16, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0001/postprocess/relaxed/relaxed_cifs/gen_42_relaxed.cif', 'relaxation_success': True, 'total_energy': -73.24715423583984, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.54871416011855, 'predicted_tensor': '[[12.473838807343434, 0.02361594646115454, -0.0001573959657488073], [0.02361594646115454, 12.565523157295944, 0.0004057232108147459], [-0.0001573959657488073, 0.0004057232108147459, 12.606780515716274]]', 'volume': 501.09194028803, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5487141601185499, 'reward_raw': 0.9630635249405228, 'reward_final': 0.96306354, 'gate_reason': nan, 'reward_final_diversity': 0.96306354, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 1}",NdHo2Er5,"('Er', 'Ho', 'Nd')",0.96306354,1
"{'structure_id': 'gen_58', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_58.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_58.cif', 'raw_valid': True, 'formula': 'Ho5 Er2 Tm4 Zr1', 'chemical_system': 'Er-Ho-Tm-Zr', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/relaxed/relaxed_cifs/gen_58_relaxed.cif', 'relaxation_success': True, 'total_energy': -57.97910690307617, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.555939901747408, 'predicted_tensor': '[[12.580289647776432, -0.014767438268995497, -0.046251293441665814], [-0.014767438268995497, 12.553882544445836, -0.05339863627321461], [-0.046251293441665814, -0.05339863627321461, 12.53364751301995]]', 'volume': 358.223255292868, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5559399017474078, 'reward_raw': 0.9621031141500944, 'reward_final': 0.9621031284332275, 'gate_reason': '', 'reward_final_diversity': 0.9621031284332275, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 1}",Ho5Er2Tm4Zr,"('Er', 'Ho', 'Tm', 'Zr')",0.9621031284332277,1
"{'structure_id': 'gen_47', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_47.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_47.cif', 'raw_valid': True, 'formula': 'Pr6 Sm9 Y5', 'chemical_system': 'Pr-Sm-Y', 'num_sites': 20, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/relaxed/relaxed_cifs/gen_47_relaxed.cif', 'relaxation_success': True, 'total_energy': -102.36236572265624, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.55727327126522, 'predicted_tensor': '[[12.504427740357697, 0.025501515560118617, -0.05401318803131181], [0.025501515560118617, 12.60705909608537, 0.02120460016447921], [-0.05401318803131181, 0.02120460016447921, 12.560332977352592]]', 'volume': 684.2392610642737, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5572732712652204, 'reward_raw': 0.9619246215550228, 'reward_final': 0.9619246, 'gate_reason': nan, 'reward_final_diversity': 0.9619246, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 20}",Pr6Sm9Y5,"('Pr', 'Sm', 'Y')",0.9619246,20
"{'structure_id': 'gen_60', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_60.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_60.cif', 'raw_valid': True, 'formula': 'Li5 La2 Cd9', 'chemical_system': 'Cd-La-Li', 'num_sites': 16, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/relaxed/relaxed_cifs/gen_60_relaxed.cif', 'relaxation_success': True, 'total_energy': -31.700634002685547, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.440904931767912, 'predicted_tensor': '[[11.403253800898282, 0.3043322879989801, 0.31177908093534185], [0.3043322879989801, 11.704478954731336, -0.19385831727790345], [0.31177908093534185, -0.19385831727790345, 11.214982039674114]]', 'volume': 359.3120339353911, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5590950682320877, 'reward_raw': 0.9616801077764048, 'reward_final': 0.9616801142692566, 'gate_reason': '', 'reward_final_diversity': 0.9616801142692566, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 8}",Li5La2Cd9,"('Cd', 'La', 'Li')",0.9616801142692566,8
"{'structure_id': 'gen_58', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/input_cifs/gen_58.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/input_cifs/gen_58.cif', 'raw_valid': True, 'formula': 'Nd4 Al2 Zn4', 'chemical_system': 'Al-Nd-Zn', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/relaxed/relaxed_cifs/gen_58_relaxed.cif', 'relaxation_success': True, 'total_energy': -35.38313674926758, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.604457907754258, 'predicted_tensor': '[[10.607709461073325, 2.1107432604836265, -0.0003049363961351721], [2.1107432604836265, 13.027017415696996, -0.004388805756526147], [-0.0003049363961351721, -0.004388805756526147, 14.178646846492446]]', 'volume': 233.92483527740643, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6044579077542576, 'reward_raw': 0.9553560600104543, 'reward_final': 0.9553560614585876, 'gate_reason': '', 'reward_final_diversity': 0.9553560614585876, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 5}",Nd2AlZn2,"('Al', 'Nd', 'Zn')",0.9553560614585876,5
"{'structure_id': 'gen_28', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0014/postprocess/input_cifs/gen_28.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0014/postprocess/input_cifs/gen_28.cif', 'raw_valid': True, 'formula': 'K2 Si1 Pb1 Au6', 'chemical_system': 'Au-K-Pb-Si', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0014/postprocess/relaxed/relaxed_cifs/gen_28_relaxed.cif', 'relaxation_success': True, 'total_energy': -33.04451370239258, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.616056787480924, 'predicted_tensor': '[[12.458284718486727, -0.0013165068958670267, -0.005353835457841061], [-0.0013165068958670267, 12.460435293000392, -0.014358738992806175], [-0.005353835457841061, -0.014358738992806175, 12.929450350955658]]', 'volume': 269.2876041061619, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6160567874809235, 'reward_raw': 0.9536669803515, 'reward_final': 0.953667, 'gate_reason': nan, 'reward_final_diversity': 0.953667, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 14}",K2SiPbAu6,"('Au', 'K', 'Pb', 'Si')",0.953667,14
"{'structure_id': 'gen_22', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/input_cifs/gen_22.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/input_cifs/gen_22.cif', 'raw_valid': True, 'formula': 'Ca1 Pr11 Y4', 'chemical_system': 'Ca-Pr-Y', 'num_sites': 16, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/relaxed/relaxed_cifs/gen_22_relaxed.cif', 'relaxation_success': True, 'total_energy': -79.69142150878906, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.655649943444194, 'predicted_tensor': '[[12.654395777589233, -0.0002234941912920587, -2.4728492784022512e-05], [-0.0002234941912920587, 12.654183564401325, 2.6611385858183065e-05], [-2.4728492784022512e-05, 2.6611385858183065e-05, 12.658370488342012]]', 'volume': 566.2198182953399, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6556499434441942, 'reward_raw': 0.9476835826268438, 'reward_final': 0.9476836, 'gate_reason': nan, 'reward_final_diversity': 0.9476836, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 2}",CaPr11Y4,"('Ca', 'Pr', 'Y')",0.9476836,2
"{'structure_id': 'gen_5', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_5.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_5.cif', 'raw_valid': True, 'formula': 'Ti2 Mn2 Cr2 S8', 'chemical_system': 'Cr-Mn-S-Ti', 'num_sites': 14, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/relaxed/relaxed_cifs/gen_5_relaxed.cif', 'relaxation_success': True, 'total_energy': -99.13138580322266, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.33481322980476, 'predicted_tensor': '[[11.002821001930236, 0.002657437735879881, 0.0058412987187756275], [0.002657437735879881, 11.414679794858705, -0.23947219737337047], [0.0058412987187756275, -0.23947219737337047, 11.586938892625337]]', 'volume': 264.8781744485542, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6651867701952394, 'reward_raw': 0.9461925589986709, 'reward_final': 0.9461925625801086, 'gate_reason': '', 'reward_final_diversity': 0.9461925625801086, 'diversity_penalty': False, 'selection_rank': 5, 'source_loop': 2}",TiMnCrS4,"('Cr', 'Mn', 'S', 'Ti')",0.9461925625801086,2
"{'structure_id': 'gen_15', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_15.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_15.cif', 'raw_valid': True, 'formula': 'Tb2 Nd1 Y2 Tm2', 'chemical_system': 'Nd-Tb-Tm-Y', 'num_sites': 7, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_15_relaxed.cif', 'relaxation_success': True, 'total_energy': -35.656585693359375, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.315207593984452, 'predicted_tensor': '[[11.214239906565224, -0.00038921857851101057, -0.0008632944350727485], [-0.00038921857851101057, 11.231701627147073, 0.05320265274278119], [-0.0008632944350727485, 0.05320265274278119, 11.499681248241055]]', 'volume': 224.8028119879864, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6847924060155481, 'reward_raw': 0.9430673480998591, 'reward_final': 0.9430674, 'gate_reason': nan, 'reward_final_diversity': 0.9430674, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 16}",Tb2Nd(YTm)2,"('Nd', 'Tb', 'Tm', 'Y')",0.9430674,16
"{'structure_id': 'gen_61', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/input_cifs/gen_61.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/input_cifs/gen_61.cif', 'raw_valid': True, 'formula': 'Sr4 Tl6 Pb2', 'chemical_system': 'Pb-Sr-Tl', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/relaxed/relaxed_cifs/gen_61_relaxed.cif', 'relaxation_success': True, 'total_energy': -32.42689895629883, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.696116862905583, 'predicted_tensor': '[[12.721051601007334, -1.279892419143982, 0.0014979628864557756], [-1.279892419143982, 11.89549747659756, -0.0002921190955226105], [0.0014979628864557756, -0.0002921190955226105, 13.471801511111861]]', 'volume': 402.378479985842, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6961168629055834, 'reward_raw': 0.941225682193582, 'reward_final': 0.9412257, 'gate_reason': nan, 'reward_final_diversity': 0.9412257, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 12}",Sr2Tl3Pb,"('Pb', 'Sr', 'Tl')",0.9412257,12
"{'structure_id': 'gen_51', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_51.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_51.cif', 'raw_valid': True, 'formula': 'La4 Tb2 Sm5 Dy1', 'chemical_system': 'Dy-La-Sm-Tb', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/relaxed/relaxed_cifs/gen_51_relaxed.cif', 'relaxation_success': True, 'total_energy': -56.561256408691406, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.709022104713112, 'predicted_tensor': '[[12.78405497061637, -0.0008255811680422188, 0.0003362723558281871], [-0.0008255811680422188, 12.671260620860972, -0.005107686800132434], [0.0003362723558281871, -0.005107686800132434, 12.67175072266199]]', 'volume': 411.4391945040318, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.709022104713112, 'reward_raw': 0.93909461526308, 'reward_final': 0.939094603061676, 'gate_reason': '', 'reward_final_diversity': 0.939094603061676, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 8}",La4Tb2Sm5Dy,"('Dy', 'La', 'Sm', 'Tb')",0.939094603061676,8
"{'structure_id': 'gen_40', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/input_cifs/gen_40.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/input_cifs/gen_40.cif', 'raw_valid': True, 'formula': 'Tb3 Y6 Er1', 'chemical_system': 'Er-Tb-Y', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/relaxed/relaxed_cifs/gen_40_relaxed.cif', 'relaxation_success': True, 'total_energy': -56.96554183959961, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.73807386928119, 'predicted_tensor': '[[12.88411084088451, 0.006621806400358838, -0.013946539836552573], [0.006621806400358838, 12.588587140880092, -0.2367339034990664], [-0.013946539836552573, -0.2367339034990664, 12.741523626078969]]', 'volume': 322.4340807172886, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.7380738692811892, 'reward_raw': 0.9341725361845596, 'reward_final': 0.934172511100769, 'gate_reason': '', 'reward_final_diversity': 0.934172511100769, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 4}",Tb3Y6Er,"('Er', 'Tb', 'Y')",0.934172511100769,4
"{'structure_id': 'gen_47', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_47.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_47.cif', 'raw_valid': True, 'formula': 'Pr3 Y3 Ho2 Te8', 'chemical_system': 'Ho-Pr-Te-Y', 'num_sites': 16, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/relaxed/relaxed_cifs/gen_47_relaxed.cif', 'relaxation_success': True, 'total_energy': -89.31645965576172, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.210975292051522, 'predicted_tensor': '[[11.2785430990047, 0.0016323744104121453, 0.0010362523718223191], [0.0016323744104121453, 11.257987735785932, 0.0234184495650652], [0.0010362523718223191, 0.0234184495650652, 11.096395041363941]]', 'volume': 490.1837097773172, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.789024707948478, 'reward_raw': 0.9251309363105961, 'reward_final': 0.9251309633255005, 'gate_reason': '', 'reward_final_diversity': 0.9251309633255005, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 1}",Pr3Y3(HoTe4)2,"('Ho', 'Pr', 'Te', 'Y')",0.9251309633255004,1
"{'structure_id': 'gen_35', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_35.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_35.cif', 'raw_valid': True, 'formula': 'Tb7 Sm4 Tm5', 'chemical_system': 'Sm-Tb-Tm', 'num_sites': 16, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_35_relaxed.cif', 'relaxation_success': True, 'total_energy': -72.96202850341797, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.203793166114464, 'predicted_tensor': '[[11.156041673874373, 0.01945645858752232, -0.043537729813021155], [0.01945645858752232, 11.14039305009254, -0.032293306260904465], [-0.043537729813021155, -0.032293306260904465, 11.314944774376475]]', 'volume': 511.756677572322, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.7962068338855364, 'reward_raw': 0.9238152573249209, 'reward_final': 0.9238152503967285, 'gate_reason': '', 'reward_final_diversity': 0.9238152503967285, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 3}",Tb7Sm4Tm5,"('Sm', 'Tb', 'Tm')",0.9238152503967284,3
