record,comp,ele_comb,reward,source_loop
"{'structure_id': 'gen_35', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_35.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_35.cif', 'raw_valid': True, 'formula': 'Tb7 Sm4 Tm5', 'chemical_system': 'Sm-Tb-Tm', 'num_sites': 16, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_35_relaxed.cif', 'relaxation_success': True, 'total_energy': -72.96202850341797, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.203793166114464, 'predicted_tensor': '[[11.156041673874373, 0.01945645858752232, -0.043537729813021155], [0.01945645858752232, 11.14039305009254, -0.032293306260904465], [-0.043537729813021155, -0.032293306260904465, 11.314944774376475]]', 'volume': 511.756677572322, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.7962068338855364, 'reward_raw': 0.9238152573249208, 'reward_final': 0.92381525, 'gate_reason': nan, 'reward_final_diversity': 0.92381525, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 3}",Tb7Sm4Tm5,"('Sm', 'Tb', 'Tm')",0.92381525,3
"{'structure_id': 'gen_55', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0014/postprocess/input_cifs/gen_55.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0014/postprocess/input_cifs/gen_55.cif', 'raw_valid': True, 'formula': 'La6 Tb2 Nd1 Ho3', 'chemical_system': 'Ho-La-Nd-Tb', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0014/postprocess/relaxed/relaxed_cifs/gen_55_relaxed.cif', 'relaxation_success': True, 'total_energy': -57.012882232666016, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.817090326848378, 'predicted_tensor': '[[12.934186966935872, -0.00014994234750749077, 0.00048068278801330404], [-0.00014994234750749077, 12.623302002100063, -0.12883292753391745], [0.00048068278801330404, -0.12883292753391745, 12.893782011509199]]', 'volume': 412.6814309809242, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.817090326848378, 'reward_raw': 0.9199328734165906, 'reward_final': 0.9199329018592834, 'gate_reason': '', 'reward_final_diversity': 0.9199329018592834, 'diversity_penalty': False, 'selection_rank': 5, 'source_loop': 14}",La6Tb2NdHo3,"('Ho', 'La', 'Nd', 'Tb')",0.9199329018592834,14
"{'structure_id': 'gen_14', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_14.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_14.cif', 'raw_valid': True, 'formula': 'Nd4 Sm2 Cd4', 'chemical_system': 'Cd-Nd-Sm', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/relaxed/relaxed_cifs/gen_14_relaxed.cif', 'relaxation_success': True, 'total_energy': -34.0800895690918, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.819636852704033, 'predicted_tensor': '[[12.090175753433192, 0.005563752750715107, 0.007330675544412039], [0.005563752750715107, 13.681019639988385, 0.8250970161606881], [0.007330675544412039, 0.8250970161606881, 12.687715164690507]]', 'volume': 295.90061081077016, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.8196368527040327, 'reward_raw': 0.9194537168900713, 'reward_final': 0.9194537401199341, 'gate_reason': '', 'reward_final_diversity': 0.9194537401199341, 'diversity_penalty': False, 'selection_rank': 5, 'source_loop': 12}",Nd2SmCd2,"('Cd', 'Nd', 'Sm')",0.919453740119934,12
"{'structure_id': 'gen_11', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_11.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_11.cif', 'raw_valid': True, 'formula': 'La3 Y5 Cd2', 'chemical_system': 'Cd-La-Y', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/relaxed/relaxed_cifs/gen_11_relaxed.cif', 'relaxation_success': True, 'total_energy': -49.54346466064453, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.850260090978477, 'predicted_tensor': '[[12.89245837967491, -0.0018173676443524493, 0.001776128141060369], [-0.0018173676443524493, 12.759040207235024, -0.04345126338961302], [0.001776128141060369, -0.04345126338961302, 12.899281686025482]]', 'volume': 317.9932012924661, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.8502600909784768, 'reward_raw': 0.9135951234825751, 'reward_final': 0.9135951399803162, 'gate_reason': '', 'reward_final_diversity': 0.9135951399803162, 'diversity_penalty': False, 'selection_rank': 6, 'source_loop': 12}",La3Y5Cd2,"('Cd', 'La', 'Y')",0.9135951399803162,12
"{'structure_id': 'gen_53', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007/postprocess/input_cifs/gen_53.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007/postprocess/input_cifs/gen_53.cif', 'raw_valid': True, 'formula': 'Sr4 Hg6', 'chemical_system': 'Hg-Sr', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007/postprocess/relaxed/relaxed_cifs/gen_53_relaxed.cif', 'relaxation_success': True, 'total_energy': -13.296722412109377, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.116246420931466, 'predicted_tensor': '[[11.413787949620312, 0.6534913612074864, 0.4222421484638869], [0.6534913612074864, 10.639884422538541, 0.23775135718682677], [0.4222421484638869, 0.23775135718682677, 11.295066890635551]]', 'volume': 310.83044425564145, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.883753579068534, 'reward_raw': 0.9069866493325768, 'reward_final': 0.90698665, 'gate_reason': nan, 'reward_final_diversity': 0.90698665, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 7}",Sr2Hg3,"('Hg', 'Sr')",0.90698665,7
"{'structure_id': 'gen_27', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_27.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_27.cif', 'raw_valid': True, 'formula': 'Dy1 Lu2 Ag3', 'chemical_system': 'Ag-Dy-Lu', 'num_sites': 6, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/relaxed/relaxed_cifs/gen_27_relaxed.cif', 'relaxation_success': True, 'total_energy': -24.173070907592773, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.889356312428568, 'predicted_tensor': '[[12.929443764149571, 0.012405148681912084, -0.003274267658309277], [0.012405148681912084, 12.929852577170532, -0.0022929092892222673], [-0.003274267658309277, -0.0022929092892222673, 12.8087725959656]]', 'volume': 138.98788069991625, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.8893563124285677, 'reward_raw': 0.9058610679721404, 'reward_final': 0.9058611, 'gate_reason': nan, 'reward_final_diversity': 0.9058611, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 9}",DyLu2Ag3,"('Ag', 'Dy', 'Lu')",0.9058611,9
"{'structure_id': 'gen_62', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_62.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_62.cif', 'raw_valid': True, 'formula': 'Mn2 H2', 'chemical_system': 'H-Mn', 'num_sites': 4, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_62_relaxed.cif', 'relaxation_success': True, 'total_energy': -25.005998611450195, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.081745978436189, 'predicted_tensor': '[[10.730148860201762, 0.01565754560236186, -0.0006641921049289882], [0.01565754560236186, 10.718919641998447, -0.00020814779214723498], [-0.0006641921049289882, -0.00020814779214723498, 11.796169433108346]]', 'volume': 26.36337818929354, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9182540215638113, 'reward_raw': 0.8999655393385158, 'reward_final': 0.8999655246734619, 'gate_reason': '', 'reward_final_diversity': 0.8999655246734619, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 15}",MnH,"('H', 'Mn')",0.8999655246734619,15
"{'structure_id': 'gen_59', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_59.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_59.cif', 'raw_valid': True, 'formula': 'Yb2 Ni3', 'chemical_system': 'Ni-Yb', 'num_sites': 5, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/relaxed/relaxed_cifs/gen_59_relaxed.cif', 'relaxation_success': True, 'total_energy': -22.279903411865234, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.923277434541916, 'predicted_tensor': '[[14.324623686034816, 0.0002862555772689938, -0.0010802465375984512], [0.0002862555772689938, 11.441627883218914, -1.4653044014287842], [-0.0010802465375984512, -1.4653044014287842, 13.003580734372015]]', 'volume': 82.44122555102801, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.923277434541916, 'reward_raw': 0.8989254686796564, 'reward_final': 0.8989255, 'gate_reason': nan, 'reward_final_diversity': 0.8989255, 'diversity_penalty': False, 'selection_rank': 5, 'source_loop': 1}",Yb2Ni3,"('Ni', 'Yb')",0.8989255,1
"{'structure_id': 'gen_63', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_63.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_63.cif', 'raw_valid': True, 'formula': 'Tb3 Sm6 Y9', 'chemical_system': 'Sm-Tb-Y', 'num_sites': 18, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/relaxed/relaxed_cifs/gen_63_relaxed.cif', 'relaxation_success': True, 'total_energy': -99.55878448486328, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.934007714098865, 'predicted_tensor': '[[12.856538091809918, 0.103601058806655, -0.056906047780357495], [0.103601058806655, 12.948425007509547, -0.13408458663153006], [-0.056906047780357495, -0.13408458663153006, 12.99706004297713]]', 'volume': 592.4990736864988, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9340077140988648, 'reward_raw': 0.8966888987206127, 'reward_final': 0.8966889, 'gate_reason': nan, 'reward_final_diversity': 0.8966889, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 9}",TbSm2Y3,"('Sm', 'Tb', 'Y')",0.8966889,9
"{'structure_id': 'gen_11', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/input_cifs/gen_11.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/input_cifs/gen_11.cif', 'raw_valid': True, 'formula': 'Nd1 Dy5 Y4 Sc2', 'chemical_system': 'Dy-Nd-Sc-Y', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/relaxed/relaxed_cifs/gen_11_relaxed.cif', 'relaxation_success': True, 'total_energy': -65.87773895263672, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.947974741206204, 'predicted_tensor': '[[13.174995755026517, 0.021761442597005815, 0.022367668309013163], [0.021761442597005815, 12.534564696651358, 0.19932725017476058], [0.022367668309013163, 0.19932725017476058, 13.134363771940732]]', 'volume': 372.1957076999463, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9479747412062044, 'reward_raw': 0.8937474717888676, 'reward_final': 0.89374745, 'gate_reason': nan, 'reward_final_diversity': 0.89374745, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 5}",NdDy5(Y2Sc)2,"('Dy', 'Nd', 'Sc', 'Y')",0.89374745,5
"{'structure_id': 'gen_10', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_10.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_10.cif', 'raw_valid': True, 'formula': 'Na1 Ca1 Pr1 Nd1 Hg4', 'chemical_system': 'Ca-Hg-Na-Nd-Pr', 'num_sites': 8, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/relaxed/relaxed_cifs/gen_10_relaxed.cif', 'relaxation_success': True, 'total_energy': -17.65472984313965, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.978261670786535, 'predicted_tensor': '[[12.966847814684263, 0.0019975936582980994, -0.0008211558078228773], [0.0019975936582980994, 12.956946780251462, -0.003918245319167805], [-0.0008211558078228773, -0.003918245319167805, 13.010990417423885]]', 'volume': 221.10306461664268, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9782616707865356, 'reward_raw': 0.887253549352482, 'reward_final': 0.8872535, 'gate_reason': nan, 'reward_final_diversity': 0.8872535, 'diversity_penalty': False, 'selection_rank': 6, 'source_loop': 1}",NaCaPrNdHg4,"('Ca', 'Hg', 'Na', 'Nd', 'Pr')",0.8872535,1
"{'structure_id': 'gen_41', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0006/postprocess/input_cifs/gen_41.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0006/postprocess/input_cifs/gen_41.cif', 'raw_valid': True, 'formula': 'Pr2 Nd5 Sm2 Y2 In1', 'chemical_system': 'In-Nd-Pr-Sm-Y', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0006/postprocess/relaxed/relaxed_cifs/gen_41_relaxed.cif', 'relaxation_success': True, 'total_energy': -59.28409194946289, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.997273099325032, 'predicted_tensor': '[[13.110246637780847, 0.0310612126613755, 0.013819783648458284], [0.0310612126613755, 13.135930793497696, -0.03439000086739189], [0.013819783648458284, -0.03439000086739189, 12.745641866696559]]', 'volume': 401.7566464432434, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9972730993250316, 'reward_raw': 0.8830979072124165, 'reward_final': 0.8830979, 'gate_reason': nan, 'reward_final_diversity': 0.8830979, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 6}",Pr2Nd5Sm2Y2In,"('In', 'Nd', 'Pr', 'Sm', 'Y')",0.8830979,6
"{'structure_id': 'gen_58', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0014/postprocess/input_cifs/gen_58.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0014/postprocess/input_cifs/gen_58.cif', 'raw_valid': True, 'formula': 'Tb2 Y6 Ho2 Er2', 'chemical_system': 'Er-Ho-Tb-Y', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0014/postprocess/relaxed/relaxed_cifs/gen_58_relaxed.cif', 'relaxation_success': True, 'total_energy': -65.63107299804688, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.016751785945736, 'predicted_tensor': '[[13.379566321511518, 0.0001341934197868931, 0.00017275223359543334], [0.0001341934197868931, 12.961548281056862, 0.16463754126583818], [0.00017275223359543334, 0.16463754126583818, 12.70914075526883]]', 'volume': 389.13553645575394, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.0167517859457362, 'reward_raw': 0.8787779548699358, 'reward_final': 0.8787779808044434, 'gate_reason': '', 'reward_final_diversity': 0.8787779808044434, 'diversity_penalty': False, 'selection_rank': 6, 'source_loop': 14}",TbY3HoEr,"('Er', 'Ho', 'Tb', 'Y')",0.8787779808044434,14
"{'structure_id': 'gen_62', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/input_cifs/gen_62.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/input_cifs/gen_62.cif', 'raw_valid': True, 'formula': 'La2 Pr8 Sm2 Al6', 'chemical_system': 'Al-La-Pr-Sm', 'num_sites': 18, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/relaxed/relaxed_cifs/gen_62_relaxed.cif', 'relaxation_success': True, 'total_energy': -84.4344482421875, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.974917502499196, 'predicted_tensor': '[[11.955675661903056, 0.00014764760970034237, 0.0002390694861209459], [0.00014764760970034237, 10.48426158922208, -0.001432026951937262], [0.0002390694861209459, -0.001432026951937262, 10.484815256372459]]', 'volume': 526.225170741573, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.0250824975008044, 'reward_raw': 0.8769114456905102, 'reward_final': 0.87691146, 'gate_reason': nan, 'reward_final_diversity': 0.87691146, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 4}",LaPr4SmAl3,"('Al', 'La', 'Pr', 'Sm')",0.87691146,4
"{'structure_id': 'gen_15', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_15.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_15.cif', 'raw_valid': True, 'formula': 'Ho4 Tm13 In3', 'chemical_system': 'Ho-In-Tm', 'num_sites': 20, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_15_relaxed.cif', 'relaxation_success': True, 'total_energy': -87.01447296142578, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.91946151192525, 'predicted_tensor': '[[10.879846697468503, -0.017362269127468768, 0.1307906369416406], [-0.017362269127468768, 10.941969529422423, -0.006676598144680601], [0.1307906369416406, -0.006676598144680601, 10.936568308884818]]', 'volume': 581.4862751552938, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.0805384880747493, 'reward_raw': 0.864204863262841, 'reward_final': 0.8642048835754395, 'gate_reason': '', 'reward_final_diversity': 0.8642048835754395, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 15}",Ho4Tm13In3,"('Ho', 'In', 'Tm')",0.8642048835754395,15
"{'structure_id': 'gen_32', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_32.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_32.cif', 'raw_valid': True, 'formula': 'La2 Pr5 Tm5', 'chemical_system': 'La-Pr-Tm', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/relaxed/relaxed_cifs/gen_32_relaxed.cif', 'relaxation_success': True, 'total_energy': -55.549407958984375, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.885131488891636, 'predicted_tensor': '[[11.043100475118885, -0.0006527041338640424, 0.000297221861180392], [-0.0006527041338640424, 10.828588996921042, -0.006616171534055358], [0.000297221861180392, -0.006616171534055358, 10.78370499463499]]', 'volume': 404.0764971445688, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.114868511108364, 'reward_raw': 0.8561013805488931, 'reward_final': 0.8561014, 'gate_reason': nan, 'reward_final_diversity': 0.8561014, 'diversity_penalty': False, 'selection_rank': 5, 'source_loop': 9}",La2(PrTm)5,"('La', 'Pr', 'Tm')",0.8561014,9
